uuid,generation,location,parent-uuids,genetic-operators,push-program-size,plush-genome-size,push-program,plush-genome,total-error,TC0,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9
33663032-d74f-46cb-be56-f1d439479a72,0,82,[],:random,39,35,(print_vector_integer zip_pop float_div char_swap string_last float_empty string_dup vector_float_pop char_isletter code_append code_size integer_gt vector_integer_swap vector_integer_remove string_replacefirst boolean_swap string_occurrencesofchar exec_do*count (vector_string_shove code_fromziproot code_pop vector_integer_nth zip_insert_child_fromcode exec_do*vector_boolean (integer_min vector_float_contains) exec_y (return_fromboolean vector_float_occurrencesof integer_add vector_integer_set vector_integer_stackdepth float_add) vector_boolean_replace) integer_gt),"({:instruction print_vector_integer, :close 0} {:instruction zip_pop, :close 0} {:instruction float_div, :close 0} {:instruction char_swap, :close 0} {:instruction string_last, :close 1} {:instruction float_empty, :close 1} {:instruction string_dup, :close 1} {:instruction vector_float_pop, :close 0} {:instruction char_isletter, :close 0} {:instruction code_append, :close 0} {:instruction code_size, :close 0} {:instruction integer_gt, :close 0} {:instruction vector_integer_swap, :close 1} {:instruction vector_integer_remove, :close 1} {:instruction string_replacefirst, :close 1} {:instruction boolean_swap, :close 0} {:instruction string_occurrencesofchar, :close 0} {:instruction exec_do*count, :close 0} {:instruction vector_string_shove, :close 0} {:instruction code_fromziproot, :close 0} {:instruction code_pop, :close 0} {:instruction vector_integer_nth, :close 0} {:instruction zip_insert_child_fromcode, :close 0} {:instruction exec_do*vector_boolean, :close 0} {:instruction integer_min, :close 0} {:instruction vector_float_contains, :close 1} {:instruction exec_y, :close 0} {:instruction return_fromboolean, :close 0} {:instruction vector_float_occurrencesof, :close 0} {:instruction integer_add, :close 0} {:instruction vector_integer_set, :close 0} {:instruction vector_integer_stackdepth, :close 0} {:instruction float_add, :close 1} {:instruction vector_boolean_replace, :close 1} {:instruction integer_gt, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
96070893-e623-437c-8c3b-f36d84a45572,0,83,[],:random,40,39,(char_isdigit vector_string_butlast vector_boolean_dup vector_string_rot string_fromboolean vector_integer_set vector_boolean_reverse zip_remove zip_empty vector_integer_nth vector_integer_last vector_boolean_dup float_div zip_rot vector_string_take vector_string_remove vector_string_dup vector_float_butlast float_pop code_flush vector_integer_take string_frominteger code_shove return_fromstring vector_integer_butlast 69 vector_float_remove vector_boolean_take float_mult vector_string_pushall string_containschar vector_integer_first vector_float_occurrencesof vector_float_contains char_allfromstring code_yank string_fromfloat boolean_empty boolean_not),"({:instruction char_isdigit, :close 0} {:instruction vector_string_butlast, :close 0} {:instruction vector_boolean_dup, :close 0} {:instruction vector_string_rot, :close 0} {:instruction string_fromboolean, :close 0} {:instruction vector_integer_set, :close 1} {:instruction vector_boolean_reverse, :close 0} {:instruction zip_remove, :close 0} {:instruction zip_empty, :close 0} {:instruction vector_integer_nth, :close 0} {:instruction vector_integer_last, :close 1} {:instruction vector_boolean_dup, :close 0} {:instruction float_div, :close 0} {:instruction zip_rot, :close 0} {:instruction vector_string_take, :close 0} {:instruction vector_string_remove, :close 1} {:instruction vector_string_dup, :close 0} {:instruction vector_float_butlast, :close 0} {:instruction float_pop, :close 0} {:instruction code_flush, :close 0} {:instruction vector_integer_take, :close 1} {:instruction string_frominteger, :close 1} {:instruction code_shove, :close 0} {:instruction return_fromstring, :close 0} {:instruction vector_integer_butlast, :close 0} {:instruction 69, :close 0} {:instruction vector_float_remove, :close 0} {:instruction vector_boolean_take, :close 1} {:instruction float_mult, :close 0} {:instruction vector_string_pushall, :close 0} {:instruction string_containschar, :close 0} {:instruction vector_integer_first, :close 0} {:instruction vector_float_occurrencesof, :close 1} {:instruction vector_float_contains, :close 1} {:instruction char_allfromstring, :close 1} {:instruction code_yank, :close 1} {:instruction string_fromfloat, :close 0} {:instruction boolean_empty, :close 1} {:instruction boolean_not, :close 0})",5,1,0,1,0,1,0,1,0,1,0
d21d250c-03ae-446d-b0d5-58bbcd80a46c,0,84,[],:random,5,4,(vector_float_stackdepth string_fromchar zip_fromcode vector_integer_set),"({:instruction vector_float_stackdepth, :close 0} {:instruction string_fromchar, :close 0} {:instruction zip_fromcode, :close 0} {:instruction vector_integer_set, :close 1})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
6634593a-3160-4af9-b746-9f4871044b8c,0,85,[],:random,35,28,(exec_dup (vector_float_empty exec_do*vector_float () string_swap) float_fromboolean vector_boolean_contains vector_float_yankdup string_butlast zip_swap vector_string_reverse code_do vector_float_empty exec_do*while (code_do*count boolean_dup vector_float_stackdepth vector_integer_take vector_string_take exec_do*while ()) return_fromcode zip_left environment_end char_swap exec_pop (zip_replace_fromexec () integer_swap vector_integer_butlast environment_begin)),"({:instruction exec_dup, :close 0} {:instruction vector_float_empty, :close 0} {:instruction exec_do*vector_float, :close 1} {:instruction string_swap, :close 1} {:instruction float_fromboolean, :close 0} {:instruction vector_boolean_contains, :close 0} {:instruction vector_float_yankdup, :close 0} {:instruction string_butlast, :close 1} {:instruction zip_swap, :close 1} {:instruction vector_string_reverse, :close 0} {:instruction code_do, :close 0} {:instruction vector_float_empty, :close 0} {:instruction exec_do*while, :close 0} {:instruction code_do*count, :close 0} {:instruction boolean_dup, :close 0} {:instruction vector_float_stackdepth, :close 0} {:instruction vector_integer_take, :close 0} {:instruction vector_string_take, :close 0} {:instruction exec_do*while, :close 2} {:instruction return_fromcode, :close 0} {:instruction zip_left, :close 0} {:instruction environment_end, :close 1} {:instruction char_swap, :close 2} {:instruction exec_pop, :close 0} {:instruction zip_replace_fromexec, :close 1} {:instruction integer_swap, :close 0} {:instruction vector_integer_butlast, :close 0} {:instruction environment_begin, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
dbacbff3-51eb-4637-8408-7b39d80da8e2,0,86,[],:random,50,47,(code_extract float_sub code_extract code_member string_stackdepth vector_float_butlast integer_min vector_integer_nth vector_boolean_rot vector_float_length boolean_or vector_boolean_dup vector_float_nth exec_dup (vector_integer_eq) return_frominteger char_stackdepth code_fromzipchildren vector_boolean_swap exec_fromziprights vector_boolean_dup exec_do*times (return_fromfloat vector_float_conj return_string_pop vector_integer_nth vector_integer_eq code_container float_rot vector_boolean_contains) vector_string_yankdup vector_float_reverse zip_down vector_float_butlast vector_boolean_butlast code_subst integer_inc vector_float_dup vector_float_replace char_rot string_fromchar float_eq float_fromboolean vector_integer_yank float_stackdepth vector_string_replace print_integer),"({:instruction code_extract, :close 0} {:instruction float_sub, :close 0} {:instruction code_extract, :close 0} {:instruction code_member, :close 0} {:instruction string_stackdepth, :close 0} {:instruction vector_float_butlast, :close 1} {:instruction integer_min, :close 0} {:instruction vector_integer_nth, :close 0} {:instruction vector_boolean_rot, :close 1} {:instruction vector_float_length, :close 0} {:instruction boolean_or, :close 0} {:instruction vector_boolean_dup, :close 0} {:instruction vector_float_nth, :close 1} {:instruction exec_dup, :close 0} {:instruction vector_integer_eq, :close 2} {:instruction return_frominteger, :close 1} {:instruction char_stackdepth, :close 0} {:instruction code_fromzipchildren, :close 0} {:instruction vector_boolean_swap, :close 0} {:instruction exec_fromziprights, :close 1} {:instruction vector_boolean_dup, :close 1} {:instruction exec_do*times, :close 0} {:instruction return_fromfloat, :close 0} {:instruction vector_float_conj, :close 0} {:instruction return_string_pop, :close 0} {:instruction vector_integer_nth, :close 0} {:instruction vector_integer_eq, :close 0} {:instruction code_container, :close 0} {:instruction float_rot, :close 0} {:instruction vector_boolean_contains, :close 1} {:instruction vector_string_yankdup, :close 2} {:instruction vector_float_reverse, :close 1} {:instruction zip_down, :close 0} {:instruction vector_float_butlast, :close 0} {:instruction vector_boolean_butlast, :close 1} {:instruction code_subst, :close 0} {:instruction integer_inc, :close 0} {:instruction vector_float_dup, :close 1} {:instruction vector_float_replace, :close 0} {:instruction char_rot, :close 0} {:instruction string_fromchar, :close 0} {:instruction float_eq, :close 0} {:instruction float_fromboolean, :close 1} {:instruction vector_integer_yank, :close 0} {:instruction float_stackdepth, :close 1} {:instruction vector_string_replace, :close 0} {:instruction print_integer, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
04b430e3-38de-43fa-9b72-0cc6e662984d,0,87,[],:random,5,4,(vector_string_empty vector_string_pop print_vector_float integer_flush),"({:instruction vector_string_empty, :close 0} {:instruction vector_string_pop, :close 0} {:instruction print_vector_float, :close 1} {:instruction integer_flush, :close 0})",5,1,0,1,0,1,0,1,0,1,0
dded0c2f-f43a-4478-ba40-ae4503188237,0,88,[],:random,46,41,(float_sin code_yankdup string_indexofchar vector_float_subvec vector_float_flush zip_shove float_stackdepth vector_string_empty integer_mult integer_fromboolean exec_if () (code_yank environment_end string_rot) exec_do*vector_float (integer_sub string_concat) char_allfromstring vector_string_rot float_empty return_float_pop code_append vector_boolean_last char_isdigit zip_empty string_replacefirstchar string_parse_to_chars vector_string_rot integer_min vector_string_first vector_integer_rest print_float vector_integer_eq zip_remove code_flush zip_up string_rot exec_do*range () float_frominteger vector_string_last char_pop),"({:instruction float_sin, :close 0} {:instruction code_yankdup, :close 1} {:instruction string_indexofchar, :close 0} {:instruction vector_float_subvec, :close 0} {:instruction vector_float_flush, :close 1} {:instruction zip_shove, :close 1} {:instruction float_stackdepth, :close 0} {:instruction vector_string_empty, :close 0} {:instruction integer_mult, :close 0} {:instruction integer_fromboolean, :close 1} {:instruction exec_if, :close 1} {:instruction code_yank, :close 0} {:instruction environment_end, :close 0} {:instruction string_rot, :close 2} {:instruction exec_do*vector_float, :close 0} {:instruction integer_sub, :close 0} {:instruction string_concat, :close 1} {:instruction char_allfromstring, :close 0} {:instruction vector_string_rot, :close 0} {:instruction float_empty, :close 1} {:instruction return_float_pop, :close 0} {:instruction code_append, :close 2} {:instruction vector_boolean_last, :close 0} {:instruction char_isdigit, :close 0} {:instruction zip_empty, :close 3} {:instruction string_replacefirstchar, :close 0} {:instruction string_parse_to_chars, :close 0} {:instruction vector_string_rot, :close 0} {:instruction integer_min, :close 1} {:instruction vector_string_first, :close 1} {:instruction vector_integer_rest, :close 1} {:instruction print_float, :close 0} {:instruction vector_integer_eq, :close 0} {:instruction zip_remove, :close 0} {:instruction code_flush, :close 1} {:instruction zip_up, :close 1} {:instruction string_rot, :close 2} {:instruction exec_do*range, :close 1} {:instruction float_frominteger, :close 0} {:instruction vector_string_last, :close 0} {:instruction char_pop, :close 0})",5,1,0,1,0,1,0,1,0,1,0
a9f1e722-7fe7-4619-a8e8-51a84ebeb012,0,89,[],:random,50,46,(vector_boolean_reverse vector_integer_butlast zip_insert_child_fromcode vector_float_reverse vector_integer_rot boolean_yank vector_boolean_reverse vector_float_subvec zip_right vector_boolean_pushall string_last code_do*range vector_boolean_nth code_rot code_rand integer_sub string_substring code_container vector_string_yank code_fromziprights string_emptystring boolean_yankdup vector_string_stackdepth code_do*range vector_boolean_swap integer_min code_if boolean_xor exec_fromziproot boolean_invert_second_then_and vector_float_replacefirst vector_integer_rest print_exec (exec_fromziprights float_min) char_yankdup vector_float_empty string_substring string_first exec_fromzipchildren integer_yank vector_boolean_shove exec_pop () string_contains vector_boolean_flush return_fromexec ()),"({:instruction vector_boolean_reverse, :close 0} {:instruction vector_integer_butlast, :close 0} {:instruction zip_insert_child_fromcode, :close 0} {:instruction vector_float_reverse, :close 0} {:instruction vector_integer_rot, :close 1} {:instruction boolean_yank, :close 0} {:instruction vector_boolean_reverse, :close 1} {:instruction vector_float_subvec, :close 0} {:instruction zip_right, :close 0} {:instruction vector_boolean_pushall, :close 0} {:instruction string_last, :close 0} {:instruction code_do*range, :close 1} {:instruction vector_boolean_nth, :close 0} {:instruction code_rot, :close 0} {:instruction code_rand, :close 1} {:instruction integer_sub, :close 1} {:instruction string_substring, :close 0} {:instruction code_container, :close 2} {:instruction vector_string_yank, :close 1} {:instruction code_fromziprights, :close 0} {:instruction string_emptystring, :close 0} {:instruction boolean_yankdup, :close 0} {:instruction vector_string_stackdepth, :close 0} {:instruction code_do*range, :close 0} {:instruction vector_boolean_swap, :close 0} {:instruction integer_min, :close 0} {:instruction code_if, :close 0} {:instruction boolean_xor, :close 0} {:instruction exec_fromziproot, :close 0} {:instruction boolean_invert_second_then_and, :close 0} {:instruction vector_float_replacefirst, :close 0} {:instruction vector_integer_rest, :close 0} {:instruction print_exec, :close 0} {:instruction exec_fromziprights, :close 0} {:instruction float_min, :close 1} {:instruction char_yankdup, :close 0} {:instruction vector_float_empty, :close 0} {:instruction string_substring, :close 1} {:instruction string_first, :close 0} {:instruction exec_fromzipchildren, :close 0} {:instruction integer_yank, :close 0} {:instruction vector_boolean_shove, :close 1} {:instruction exec_pop, :close 1} {:instruction string_contains, :close 0} {:instruction vector_boolean_flush, :close 0} {:instruction return_fromexec, :close 0})",5,1,0,1,0,1,0,1,0,1,0
44cdd223-1660-4644-a621-0eed58b39038,0,90,[],:random,20,17,(boolean_eq boolean_xor float_max zip_stackdepth integer_rot vector_string_shove exec_swap () (char_eq zip_rot char_eq code_fromzipnode return_zip_pop vector_float_replace vector_float_indexof code_extract code_frominteger float_fromchar)),"({:instruction boolean_eq, :close 0} {:instruction boolean_xor, :close 1} {:instruction float_max, :close 1} {:instruction zip_stackdepth, :close 2} {:instruction integer_rot, :close 0} {:instruction vector_string_shove, :close 0} {:instruction exec_swap, :close 1} {:instruction char_eq, :close 0} {:instruction zip_rot, :close 0} {:instruction char_eq, :close 0} {:instruction code_fromzipnode, :close 0} {:instruction return_zip_pop, :close 0} {:instruction vector_float_replace, :close 0} {:instruction vector_float_indexof, :close 0} {:instruction code_extract, :close 0} {:instruction code_frominteger, :close 0} {:instruction float_fromchar, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
97485279-2d62-4a3c-87fc-67ea40c6c466,0,91,[],:random,14,13,(code_yank char_allfromstring string_containschar code_eq zip_down string_eq char_dup vector_integer_empty code_nthcdr vector_string_subvec integer_max float_inc vector_float_empty),"({:instruction code_yank, :close 0} {:instruction char_allfromstring, :close 0} {:instruction string_containschar, :close 0} {:instruction code_eq, :close 0} {:instruction zip_down, :close 0} {:instruction string_eq, :close 0} {:instruction char_dup, :close 0} {:instruction vector_integer_empty, :close 0} {:instruction code_nthcdr, :close 0} {:instruction vector_string_subvec, :close 0} {:instruction integer_max, :close 0} {:instruction float_inc, :close 0} {:instruction vector_float_empty, :close 0})",5,1,0,1,0,1,0,1,0,1,0
5b698f31-e09d-4351-9320-edca56d7dbba,0,92,[],:random,44,37,(char_rot string_parse_to_chars float_dec vector_boolean_rest environment_end vector_boolean_occurrencesof code_fromziplefts vector_float_emptyvector vector_integer_take vector_integer_remove code_do integer_shove vector_boolean_rot code_size exec_fromziprights environment_new (exec_swap (exec_rot (char_rot vector_string_set string_fromboolean code_insert vector_integer_butlast integer_gt integer_lte vector_integer_occurrencesof vector_string_reverse char_frominteger float_shove vector_string_flush zip_next code_nthcdr zip_empty vector_boolean_pop vector_float_dup char_stackdepth code_swap) () ()) ())),"({:instruction char_rot, :close 0} {:instruction string_parse_to_chars, :close 1} {:instruction float_dec, :close 0} {:instruction vector_boolean_rest, :close 0} {:instruction environment_end, :close 0} {:instruction vector_boolean_occurrencesof, :close 0} {:instruction code_fromziplefts, :close 0} {:instruction vector_float_emptyvector, :close 0} {:instruction vector_integer_take, :close 0} {:instruction vector_integer_remove, :close 1} {:instruction code_do, :close 0} {:instruction integer_shove, :close 1} {:instruction vector_boolean_rot, :close 0} {:instruction code_size, :close 0} {:instruction exec_fromziprights, :close 0} {:instruction environment_new, :close 0} {:instruction exec_swap, :close 0} {:instruction exec_rot, :close 0} {:instruction char_rot, :close 0} {:instruction vector_string_set, :close 0} {:instruction string_fromboolean, :close 0} {:instruction code_insert, :close 0} {:instruction vector_integer_butlast, :close 0} {:instruction integer_gt, :close 0} {:instruction integer_lte, :close 0} {:instruction vector_integer_occurrencesof, :close 0} {:instruction vector_string_reverse, :close 0} {:instruction char_frominteger, :close 0} {:instruction float_shove, :close 0} {:instruction vector_string_flush, :close 0} {:instruction zip_next, :close 0} {:instruction code_nthcdr, :close 0} {:instruction zip_empty, :close 0} {:instruction vector_boolean_pop, :close 0} {:instruction vector_float_dup, :close 0} {:instruction char_stackdepth, :close 0} {:instruction code_swap, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
4cb94faf-4e76-49e9-8f2a-ee728d0b1aa7,0,93,[],:random,19,18,(boolean_not vector_integer_set vector_string_conj exec_noop string_dup string_parse_to_chars string_frominteger string_flush vector_float_stackdepth vector_boolean_length vector_string_indexof vector_boolean_conj vector_string_butlast code_flush float_max return_char_pop string_first float_tan),"({:instruction boolean_not, :close 0} {:instruction vector_integer_set, :close 0} {:instruction vector_string_conj, :close 0} {:instruction exec_noop, :close 0} {:instruction string_dup, :close 0} {:instruction string_parse_to_chars, :close 0} {:instruction string_frominteger, :close 0} {:instruction string_flush, :close 0} {:instruction vector_float_stackdepth, :close 0} {:instruction vector_boolean_length, :close 0} {:instruction vector_string_indexof, :close 0} {:instruction vector_boolean_conj, :close 0} {:instruction vector_string_butlast, :close 1} {:instruction code_flush, :close 0} {:instruction float_max, :close 0} {:instruction return_char_pop, :close 0} {:instruction string_first, :close 0} {:instruction float_tan, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
70a17e2d-2760-4ff8-8ab2-295d175685d7,0,94,[],:random,9,7,(string_shove exec_do*times () vector_float_subvec float_fromchar string_replace vector_boolean_flush code_nth),"({:instruction string_shove, :close 0} {:instruction exec_do*times, :close 1} {:instruction vector_float_subvec, :close 0} {:instruction float_fromchar, :close 2} {:instruction string_replace, :close 0} {:instruction vector_boolean_flush, :close 0} {:instruction code_nth, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
d439ea5d-c649-4bdb-a058-44c36b33a3ed,0,95,[],:random,10,9,(code_extract float_rot integer_gt print_vector_integer integer_lte integer_pop zip_insert_right_fromcode code_member vector_boolean_take),"({:instruction code_extract, :close 0} {:instruction float_rot, :close 0} {:instruction integer_gt, :close 0} {:instruction print_vector_integer, :close 0} {:instruction integer_lte, :close 0} {:instruction integer_pop, :close 0} {:instruction zip_insert_right_fromcode, :close 0} {:instruction code_member, :close 0} {:instruction vector_boolean_take, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
fd882058-c8ee-4429-9d36-e13165d091a3,0,96,[],:random,36,30,(exec_fromzipnode zip_append_child_fromcode code_map code_list exec_do*vector_boolean (vector_boolean_yank) zip_pop string_fromfloat return_zip_pop zip_stackdepth float_yankdup float_lt zip_next vector_integer_emptyvector vector_string_empty zip_insert_child_fromexec (zip_pop) string_first string_empty vector_float_swap return_char_pop vector_string_concat string_replace zip_fromexec (exec_dup (exec_while (vector_integer_pushall integer_max vector_integer_rot zip_insert_left_fromcode)))),"({:instruction exec_fromzipnode, :close 0} {:instruction zip_append_child_fromcode, :close 0} {:instruction code_map, :close 0} {:instruction code_list, :close 0} {:instruction exec_do*vector_boolean, :close 0} {:instruction vector_boolean_yank, :close 1} {:instruction zip_pop, :close 0} {:instruction string_fromfloat, :close 1} {:instruction return_zip_pop, :close 1} {:instruction zip_stackdepth, :close 0} {:instruction float_yankdup, :close 0} {:instruction float_lt, :close 0} {:instruction zip_next, :close 0} {:instruction vector_integer_emptyvector, :close 1} {:instruction vector_string_empty, :close 0} {:instruction zip_insert_child_fromexec, :close 0} {:instruction zip_pop, :close 1} {:instruction string_first, :close 1} {:instruction string_empty, :close 0} {:instruction vector_float_swap, :close 0} {:instruction return_char_pop, :close 0} {:instruction vector_string_concat, :close 0} {:instruction string_replace, :close 0} {:instruction zip_fromexec, :close 0} {:instruction exec_dup, :close 0} {:instruction exec_while, :close 0} {:instruction vector_integer_pushall, :close 0} {:instruction integer_max, :close 0} {:instruction vector_integer_rot, :close 0} {:instruction zip_insert_left_fromcode, :close 0})",5,1,0,1,0,1,0,1,0,1,0
eb5e53b9-8382-40f3-9e1b-0965363a5967,0,97,[],:random,22,20,(code_wrap boolean_yankdup string_occurrencesofchar boolean_yankdup vector_float_set string_replacechar char_rot vector_string_yankdup vector_boolean_rest code_insert zip_branch? integer_yank integer_fromchar return_boolean_pop integer_eq code_fromfloat string_frominteger integer_min zip_append_child_fromexec (string_containschar)),"({:instruction code_wrap, :close 0} {:instruction boolean_yankdup, :close 0} {:instruction string_occurrencesofchar, :close 0} {:instruction boolean_yankdup, :close 0} {:instruction vector_float_set, :close 1} {:instruction string_replacechar, :close 0} {:instruction char_rot, :close 0} {:instruction vector_string_yankdup, :close 0} {:instruction vector_boolean_rest, :close 2} {:instruction code_insert, :close 0} {:instruction zip_branch?, :close 0} {:instruction integer_yank, :close 1} {:instruction integer_fromchar, :close 0} {:instruction return_boolean_pop, :close 0} {:instruction integer_eq, :close 0} {:instruction code_fromfloat, :close 0} {:instruction string_frominteger, :close 2} {:instruction integer_min, :close 0} {:instruction zip_append_child_fromexec, :close 0} {:instruction string_containschar, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
9f9d778d-bd1b-4982-82d2-512784d8b6f7,0,98,[],:random,30,29,(zip_end? string_length zip_remove vector_boolean_rot print_vector_string float_mult return_fromchar vector_boolean_rest integer_shove vector_string_yankdup vector_boolean_nth vector_float_first vector_string_take code_pop vector_integer_remove vector_integer_shove float_lte integer_mult float_max code_fromziproot vector_boolean_empty vector_integer_subvec return_frominteger vector_integer_subvec vector_float_stackdepth print_vector_float zip_branch? string_fromchar print_vector_string),"({:instruction zip_end?, :close 0} {:instruction string_length, :close 0} {:instruction zip_remove, :close 0} {:instruction vector_boolean_rot, :close 0} {:instruction print_vector_string, :close 1} {:instruction float_mult, :close 0} {:instruction return_fromchar, :close 0} {:instruction vector_boolean_rest, :close 0} {:instruction integer_shove, :close 0} {:instruction vector_string_yankdup, :close 0} {:instruction vector_boolean_nth, :close 0} {:instruction vector_float_first, :close 0} {:instruction vector_string_take, :close 0} {:instruction code_pop, :close 0} {:instruction vector_integer_remove, :close 0} {:instruction vector_integer_shove, :close 0} {:instruction float_lte, :close 1} {:instruction integer_mult, :close 0} {:instruction float_max, :close 1} {:instruction code_fromziproot, :close 1} {:instruction vector_boolean_empty, :close 1} {:instruction vector_integer_subvec, :close 0} {:instruction return_frominteger, :close 0} {:instruction vector_integer_subvec, :close 0} {:instruction vector_float_stackdepth, :close 0} {:instruction print_vector_float, :close 0} {:instruction zip_branch?, :close 0} {:instruction string_fromchar, :close 0} {:instruction print_vector_string, :close 1})",5,1,0,1,0,1,0,1,0,1,0
b4128452-1b4f-40bc-bec1-2d566478cad2,0,99,[],:random,51,48,(code_eq zip_next zip_flush zip_rightmost code_eq vector_boolean_replacefirst exec_fromziproot vector_boolean_contains code_fromziprights integer_sub string_parse_to_chars exec_dup (vector_float_remove boolean_empty) exec_fromziplefts vector_float_yank vector_boolean_yankdup char_iswhitespace code_fromboolean vector_float_contains char_rot exec_when (vector_integer_dup vector_integer_last vector_float_replace) integer_stackdepth vector_integer_eq vector_integer_take vector_boolean_swap boolean_empty vector_string_take vector_string_empty vector_boolean_flush vector_string_rest return_exec_pop integer_empty vector_integer_shove vector_boolean_contains return_frominteger vector_boolean_indexof zip_down zip_next vector_string_reverse vector_float_replacefirst print_vector_string float_gte integer_gt char_allfromstring),"({:instruction code_eq, :close 0} {:instruction zip_next, :close 2} {:instruction zip_flush, :close 0} {:instruction zip_rightmost, :close 0} {:instruction code_eq, :close 0} {:instruction vector_boolean_replacefirst, :close 0} {:instruction exec_fromziproot, :close 0} {:instruction vector_boolean_contains, :close 1} {:instruction code_fromziprights, :close 0} {:instruction integer_sub, :close 0} {:instruction string_parse_to_chars, :close 2} {:instruction exec_dup, :close 0} {:instruction vector_float_remove, :close 0} {:instruction boolean_empty, :close 1} {:instruction exec_fromziplefts, :close 1} {:instruction vector_float_yank, :close 0} {:instruction vector_boolean_yankdup, :close 0} {:instruction char_iswhitespace, :close 0} {:instruction code_fromboolean, :close 0} {:instruction vector_float_contains, :close 1} {:instruction char_rot, :close 0} {:instruction exec_when, :close 0} {:instruction vector_integer_dup, :close 0} {:instruction vector_integer_last, :close 0} {:instruction vector_float_replace, :close 1} {:instruction integer_stackdepth, :close 0} {:instruction vector_integer_eq, :close 1} {:instruction vector_integer_take, :close 0} {:instruction vector_boolean_swap, :close 0} {:instruction boolean_empty, :close 0} {:instruction vector_string_take, :close 0} {:instruction vector_string_empty, :close 0} {:instruction vector_boolean_flush, :close 1} {:instruction vector_string_rest, :close 0} {:instruction return_exec_pop, :close 0} {:instruction integer_empty, :close 0} {:instruction vector_integer_shove, :close 1} {:instruction vector_boolean_contains, :close 0} {:instruction return_frominteger, :close 0} {:instruction vector_boolean_indexof, :close 1} {:instruction zip_down, :close 1} {:instruction zip_next, :close 0} {:instruction vector_string_reverse, :close 0} {:instruction vector_float_replacefirst, :close 0} {:instruction print_vector_string, :close 0} {:instruction float_gte, :close 2} {:instruction integer_gt, :close 0} {:instruction char_allfromstring, :close 1})",5,0,1,0,1,0,1,0,1,0,1
5699e465-e20c-45b7-82a5-570bf5033a1e,0,100,[],:random,16,14,(boolean_invert_first_then_and integer_sub exec_do*vector_float () integer_mod float_inc return_string_pop string_emptystring vector_boolean_butlast return_tagspace vector_integer_length vector_string_subvec string_yankdup vector_boolean_conj float_yankdup),"({:instruction boolean_invert_first_then_and, :close 0} {:instruction integer_sub, :close 1} {:instruction exec_do*vector_float, :close 1} {:instruction integer_mod, :close 1} {:instruction float_inc, :close 0} {:instruction return_string_pop, :close 0} {:instruction string_emptystring, :close 0} {:instruction vector_boolean_butlast, :close 0} {:instruction return_tagspace, :close 0} {:instruction vector_integer_length, :close 0} {:instruction vector_string_subvec, :close 0} {:instruction string_yankdup, :close 1} {:instruction vector_boolean_conj, :close 1} {:instruction float_yankdup, :close 2})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
848bfaf4-ae87-4052-b596-d7d0e7806ac8,0,101,[],:random,9,8,(zip_end? vector_string_empty string_yank float_max string_removechar code_extract char_allfromstring vector_float_rot),"({:instruction zip_end?, :close 1} {:instruction vector_string_empty, :close 1} {:instruction string_yank, :close 1} {:instruction float_max, :close 0} {:instruction string_removechar, :close 0} {:instruction code_extract, :close 0} {:instruction char_allfromstring, :close 0} {:instruction vector_float_rot, :close 0})",5,1,0,1,0,1,0,1,0,1,0
